date,open,high,close,low,volume
2004-01-02,997.0,1021.57,1011.35,993.89,8064650.0
2004-01-05,1008.28,1060.9,1060.8,1008.28,14468200.0
2004-01-06,1059.14,1086.69,1075.66,1059.09,16991300.0
2004-01-07,1075.56,1095.84,1086.3,1070.98,13729400.0
2004-01-08,1087.68,1108.29,1102.66,1082.51,10780400.0
2004-01-09,1105.77,1115.46,1081.79,1079.07,13467400.0
2004-01-12,1081.81,1117.51,1116.8,1079.77,10233900.0
2004-01-13,1120.15,1123.66,1102.34,1089.63,9837189.0
2004-01-14,1101.44,1101.67,1079.72,1076.87,7120500.0
2004-01-15,1078.53,1088.67,1073.98,1070.73,6179210.0
2004-01-16,1076.64,1087.82,1083.65,1067.85,7174170.0
2004-01-29,1086.66,1101.03,1100.6,1084.45,5791230.0
2004-01-30,1102.17,1103.7,1067.55,1066.44,7761120.0
2004-02-02,1107.49,1116.31,1091.73,1069.97,15432900.0
2004-02-03,1091.86,1103.24,1102.95,1084.39,8411110.0
2004-02-04,1104.74,1130.14,1128.44,1104.74,10535000.0
2004-02-05,1135.62,1136.42,1127.9,1118.17,9774310.0
2004-02-06,1125.49,1139.09,1122.08,1108.91,11140300.0
2004-02-09,1122.29,1134.91,1134.61,1122.28,8598300.0
2004-02-10,1137.72,1141.99,1120.96,1116.93,8662779.0
2004-02-11,1121.81,1123.77,1110.06,1100.24,9246320.0
2004-02-12,1110.83,1122.48,1094.11,1092.29,9581600.0
2004-02-13,1094.0,1105.82,1096.36,1088.86,6904820.0
2004-02-16,1098.86,1124.35,1123.75,1098.86,7623410.0
2004-02-17,1127.1,1132.71,1123.62,1121.28,8815900.0
2004-02-18,1123.7,1136.53,1129.28,1119.63,8093710.0
2004-02-19,1130.4,1138.08,1122.38,1119.67,7130800.0
2004-02-20,1122.93,1125.37,1124.66,1112.94,5988760.0
2004-02-23,1126.23,1129.52,1093.14,1092.01,8802510.0
2004-02-24,1090.25,1095.94,1093.1,1072.33,8449379.0
2004-02-25,1094.43,1104.35,1070.36,1067.13,8064050.0
2004-02-26,1068.12,1080.23,1079.9,1061.2,8100889.0
2004-02-27,1081.71,1090.89,1088.72,1079.93,7293070.0
2004-03-01,1089.65,1095.23,1094.24,1076.08,6441710.0
2004-03-02,1096.1,1099.71,1093.39,1086.72,5577319.0
2004-03-03,1093.36,1093.74,1072.64,1067.94,5214819.0
2004-03-04,1070.9,1079.27,1078.35,1061.89,4810430.0
2004-03-05,1080.34,1083.14,1071.58,1070.3,3365030.0
2004-03-08,1070.11,1075.75,1057.1,1056.04,4599850.0
2004-03-09,1057.36,1075.22,1061.16,1056.88,6918020.0
2004-03-10,1062.98,1091.35,1091.1,1062.98,6113969.0
2004-03-11,1092.74,1102.22,1095.56,1086.55,5761789.0
2004-03-12,1096.35,1102.13,1099.08,1088.44,5236100.0
2004-03-15,1100.4,1134.28,1131.68,1100.15,10252100.0
2004-03-16,1136.27,1139.49,1135.57,1127.85,7329360.0
2004-03-17,1136.45,1139.28,1135.17,1124.6,5489800.0
2004-03-18,1134.93,1141.81,1111.85,1110.32,6869800.0
2004-03-19,1110.44,1130.26,1129.78,1107.1,5885989.0
2004-03-22,1130.87,1141.81,1134.79,1126.19,5093689.0
2004-03-23,1133.99,1134.13,1121.33,1115.67,5587539.0
2004-03-24,1120.21,1125.06,1115.51,1109.33,4800139.0
2004-03-25,1114.75,1126.19,1115.24,1108.18,4609219.0
2004-03-26,1115.49,1118.72,1112.78,1105.55,5394550.0
2004-03-29,1112.28,1115.05,1101.66,1100.43,5336269.0
2004-03-30,1100.8,1106.01,1101.27,1093.12,4158680.0
2004-03-31,1102.29,1113.74,1108.54,1097.87,4247860.0
2004-04-01,1109.72,1124.25,1123.44,1108.91,4682710.0
2004-04-02,1125.36,1133.44,1127.81,1122.64,5788950.0
2004-04-05,1128.51,1129.81,1118.27,1112.29,6259750.0
2004-04-06,1117.89,1124.02,1123.86,1106.6,5545980.0
2004-04-07,1124.25,1125.63,1117.44,1116.13,4674500.0
2004-04-08,1117.12,1118.47,1112.84,1109.78,5758739.0
2004-04-09,1113.72,1119.15,1088.16,1083.33,6921970.0
2004-04-12,1082.45,1087.48,1080.08,1071.12,5021169.0
2004-04-13,1081.05,1087.32,1072.73,1070.84,4958850.0
2004-04-14,1072.2,1074.63,1065.68,1052.92,4838039.0
2004-04-15,1066.18,1072.24,1055.89,1053.08,3601200.0
2004-04-16,1056.8,1071.55,1071.23,1049.03,4437639.0
2004-04-19,1072.5,1073.4,1054.74,1052.5,4078680.0
2004-04-20,1053.44,1059.42,1052.24,1045.2,3393889.0
2004-04-21,1053.38,1061.65,1043.53,1040.37,4492800.0
2004-04-22,1042.47,1055.21,1050.76,1039.35,4135650.0
2004-04-23,1048.23,1048.27,1034.41,1032.87,3236350.0
2004-04-26,1034.04,1041.59,1039.0,1030.06,2507980.0
2004-04-27,1040.92,1045.24,1031.22,1027.61,3599319.0
2004-04-28,1028.46,1034.91,1029.81,1015.87,3733430.0
2004-04-29,1028.58,1037.75,1016.51,1015.5,4811469.0
2004-04-30,1017.64,1029.62,1025.95,1011.21,4781900.0
2004-05-10,1028.46,1031.02,996.16,993.64,2797280.0
2004-05-11,994.05,1006.17,1003.9,989.31,2133180.0
2004-05-12,1004.8,1025.41,1025.02,1001.97,3201940.0
2004-05-13,1026.67,1026.82,1021.0,1016.25,2105180.0
2004-05-14,1020.9,1021.31,997.95,994.95,2675900.0
2004-05-17,993.14,999.45,981.74,980.67,2975700.0
2004-05-18,978.3,989.5,989.21,966.06,5222880.0
2004-05-19,989.87,1001.9,988.92,981.12,3852339.0
2004-05-20,988.99,1000.27,985.93,981.28,2613290.0
2004-05-21,985.93,995.18,994.45,985.14,2583700.0
2004-05-24,995.08,997.72,991.85,989.21,2052459.0
2004-05-25,991.77,992.0,978.59,977.22,2311800.0
2004-05-26,976.52,986.94,985.0,972.41,1774619.0
2004-05-27,984.58,1006.69,1003.29,977.73,4014930.0
2004-05-28,1003.93,1005.88,995.64,994.41,2102530.0
2004-05-31,995.83,1003.76,1001.19,994.68,1787669.0
2004-06-01,1000.28,1014.21,1014.17,999.33,2904100.0
2004-06-02,1014.31,1014.71,1001.69,999.22,2656619.0
2004-06-03,1001.0,1001.14,986.45,985.1,2088330.0
2004-06-04,985.55,992.03,986.22,981.61,2090800.0
2004-06-07,984.04,984.08,973.22,967.64,2163269.0
2004-06-08,971.03,974.65,954.77,952.84,3290360.0
2004-06-09,952.19,956.68,941.3,938.96,3092359.0
2004-06-10,939.5,951.35,944.25,936.64,2851580.0
2004-06-11,947.5,961.57,942.86,941.54,2948909.0
2004-06-14,941.04,941.04,924.59,919.53,2891000.0
2004-06-15,922.93,948.28,942.68,919.96,3057259.0
2004-06-16,943.36,959.0,947.16,933.48,3362610.0
2004-06-17,946.56,948.36,926.04,924.79,2590709.0
2004-06-18,922.34,922.34,910.19,899.27,3572030.0
2004-06-21,904.95,913.91,909.05,899.22,2125600.0
2004-06-22,908.86,924.62,918.8,905.94,2503209.0
2004-06-23,918.43,918.43,912.85,905.41,2227280.0
2004-06-24,911.36,918.32,906.42,905.0,2311609.0
2004-06-25,904.47,912.88,891.79,890.22,2448650.0
2004-06-28,887.16,892.58,883.76,880.53,2246050.0
2004-06-29,885.06,901.39,901.05,877.32,3139659.0
2004-06-30,900.34,907.37,897.71,894.19,2700640.0
2004-07-01,896.38,927.62,925.0,896.01,4460069.0
2004-07-02,924.08,931.42,926.62,917.04,3160890.0
2004-07-05,925.37,928.75,928.67,919.0,3307350.0
2004-07-06,928.76,944.29,931.88,928.39,4226019.0
2004-07-07,930.68,930.74,923.86,921.24,2119080.0
2004-07-08,922.63,927.37,927.03,917.47,2079330.0
2004-07-09,927.22,936.92,923.2,922.28,2256250.0
2004-07-12,919.79,919.79,904.55,901.52,2528340.0
2004-07-13,902.27,909.93,906.97,898.08,2118869.0
2004-07-14,907.52,914.71,912.19,897.23,3050080.0
2004-07-15,912.92,926.25,925.68,909.65,4554939.0
2004-07-16,927.4,948.85,946.18,926.43,8371489.0
2004-07-19,946.34,954.16,947.42,938.69,4251250.0
2004-07-20,945.73,946.01,939.22,934.72,3715869.0
2004-07-21,937.45,943.11,940.51,932.28,2326509.0
2004-07-22,940.38,941.76,913.14,910.21,4832680.0
2004-07-23,910.21,915.99,915.04,901.76,4391589.0
2004-07-26,910.31,914.24,903.75,899.64,2626180.0
2004-07-27,902.9,909.44,903.32,896.24,2956940.0
2004-07-28,904.29,914.04,906.05,891.72,3524550.0
2004-07-29,905.67,918.86,918.79,905.54,4066010.0
2004-07-30,919.94,920.52,906.27,905.63,3201300.0
2004-08-02,901.81,905.9,900.02,897.61,1996490.0
2004-08-03,898.49,905.3,893.3,891.76,2333150.0
2004-08-04,893.06,938.23,923.02,888.79,7671839.0
2004-08-05,919.84,929.26,909.08,907.7,4403869.0
2004-08-06,908.33,920.02,911.55,904.55,3389739.0
2004-08-09,909.42,922.94,920.76,906.66,2936669.0
2004-08-10,921.7,927.93,926.54,918.08,2537300.0
2004-08-11,926.48,926.94,914.61,911.86,2506019.0
2004-08-12,909.68,909.68,907.83,899.66,2661769.0
2004-08-13,901.26,914.54,907.0,898.73,3755419.0
2004-08-16,905.52,912.12,904.01,901.45,2578840.0
2004-08-17,903.78,912.7,910.86,898.87,2079080.0
2004-08-18,910.93,922.17,911.85,910.41,2594000.0
2004-08-19,911.48,911.48,903.32,898.99,2478490.0
2004-08-20,900.85,909.52,904.83,896.7,2524750.0
2004-08-23,903.19,903.21,889.66,889.03,2073580.0
2004-08-24,887.91,900.31,897.77,883.26,2423680.0
2004-08-25,897.65,899.26,894.37,892.14,1545020.0
2004-08-26,893.45,895.65,892.1,886.43,1530229.0
2004-08-27,891.99,894.89,883.7,879.66,2079709.0
2004-08-30,880.65,884.71,882.05,876.55,1639109.0
2004-08-31,896.86,908.21,895.78,888.37,2910150.0
2004-09-01,894.62,894.62,880.54,879.4,2020119.0
2004-09-02,878.63,882.63,881.57,867.02,3159290.0
2004-09-03,882.08,884.16,879.42,875.38,1597270.0
2004-09-06,878.4,879.27,874.69,871.15,1700450.0
2004-09-07,874.1,878.86,877.77,869.87,1597379.0
2004-09-08,877.14,877.75,864.59,858.86,3834100.0
2004-09-09,862.36,862.54,848.46,847.07,2960519.0
2004-09-10,846.38,852.65,851.97,839.93,1800980.0
2004-09-13,850.22,850.22,834.1,833.09,1863480.0
2004-09-14,838.55,864.66,860.1,838.55,3962950.0
2004-09-15,862.57,905.62,892.77,859.89,8520689.0
2004-09-16,899.9,909.91,903.4,893.38,6511719.0
2004-09-17,905.57,932.82,932.32,901.65,9875810.0
2004-09-20,939.42,965.29,965.11,938.46,13134300.0
2004-09-21,967.56,967.78,955.0,947.78,9068589.0
2004-09-22,951.84,957.47,933.1,929.85,9021500.0
2004-09-23,931.67,967.76,967.32,926.37,6197819.0
2004-09-24,975.12,991.73,951.09,950.34,13635400.0
2004-09-27,964.02,971.35,946.14,940.37,6380100.0
2004-09-28,948.18,954.1,947.77,937.3,4336169.0
2004-09-29,948.51,950.99,936.46,934.95,3887719.0
2004-09-30,936.38,938.69,924.35,920.54,4317369.0
2004-10-08,922.8,936.24,936.01,904.98,4731580.0
2004-10-11,936.48,938.64,923.22,920.6,6302680.0
2004-10-12,920.78,921.42,902.72,900.19,5108730.0
2004-10-13,901.27,909.13,901.97,894.67,4251089.0
2004-10-14,902.47,903.48,876.82,874.7,4972230.0
2004-10-15,873.76,884.78,879.72,867.3,4002419.0
2004-10-18,880.27,887.64,882.66,869.04,2558550.0
2004-10-19,885.38,901.29,884.93,882.85,3456119.0
2004-10-20,884.54,884.54,879.39,867.6,3347710.0
2004-10-21,879.66,885.56,864.31,861.61,6055730.0
2004-10-22,864.38,881.19,878.74,858.6,5223960.0
2004-10-25,886.05,893.11,865.65,864.42,5931400.0
2004-10-26,864.43,875.96,875.85,851.45,5815650.0
2004-10-27,876.98,885.1,884.85,866.56,7450789.0
2004-10-28,885.41,892.78,882.91,879.47,5923450.0
2004-10-29,867.57,881.24,870.79,860.68,6156769.0
2004-11-01,869.17,875.43,862.83,862.42,3896210.0
2004-11-02,861.96,865.19,862.25,853.39,3505450.0
2004-11-03,864.36,879.06,877.53,862.05,4218239.0
2004-11-04,877.76,885.61,860.81,858.14,4641810.0
2004-11-05,864.71,870.06,862.26,857.46,3029200.0
2004-11-08,860.63,866.15,864.34,853.31,1998290.0
2004-11-09,864.89,871.22,864.57,860.28,1788280.0
2004-11-10,867.1,904.27,897.77,860.96,8588039.0
2004-11-11,900.34,914.36,894.11,893.3,8506179.0
2004-11-12,893.17,902.98,898.17,890.35,4457510.0
2004-11-15,900.66,909.55,906.98,899.62,3977230.0
2004-11-16,908.49,911.1,906.73,901.11,3617669.0
2004-11-17,906.3,906.88,896.1,892.93,2814600.0
2004-11-18,894.32,901.22,900.82,893.48,2569919.0
2004-11-19,902.48,907.57,906.99,898.24,3370419.0
2004-11-22,907.05,910.05,905.84,901.67,3468380.0
2004-11-23,905.79,905.79,893.28,892.65,3242430.0
2004-11-24,893.39,902.69,889.12,888.21,3688189.0
2004-11-25,889.43,893.89,890.78,883.69,3499110.0
2004-11-26,890.38,893.46,889.08,888.21,2130380.0
2004-11-29,887.76,889.29,879.26,877.98,2315850.0
2004-11-30,878.35,882.5,879.31,875.89,2094159.0
2004-12-01,880.07,881.77,875.4,874.66,1909959.0
